date,daytime_temperature,daylight_hours_sampled
2026-01-01,21.12,13
2026-01-02,21.35,13
2026-01-03,20.97,13
2026-01-04,21.49,13
2026-01-05,21.0,13
2026-01-06,21.28,13
2026-01-07,22.87,13
2026-01-08,22.62,13
2026-01-09,21.68,13
2026-01-10,21.56,13
2026-01-11,22.04,13
2026-01-12,22.61,13
2026-01-13,22.29,13
2026-01-14,23.35,13
2026-01-15,22.73,13
2026-01-16,23.05,13
2026-01-17,22.57,13
2026-01-18,22.78,13
2026-01-19,23.6,13
2026-01-20,24.18,13
2026-01-21,24.06,13
2026-01-22,23.27,13
2026-01-23,25.28,13
2026-01-24,25.03,13
2026-01-25,25.24,12
2026-01-26,25.37,12
2026-01-27,25.98,12
2026-01-28,23.65,12
2026-01-29,24.0,12
2026-01-30,23.28,12
2026-01-31,23.59,12
2026-02-01,23.5,12
2026-02-02,23.82,12
2026-02-03,24.25,12
2026-02-04,24.99,12
2026-02-05,24.57,12
2026-02-06,23.32,12
2026-02-07,23.72,12
2026-02-08,25.02,12
2026-02-09,24.09,12
2026-02-10,23.3,12
2026-02-11,24.4,12
2026-02-12,25.39,12
2026-02-13,25.29,12
2026-02-14,24.63,12
2026-02-15,24.14,12
2026-02-16,24.02,12
2026-02-17,24.3,12
2026-02-18,24.68,12
2026-02-19,24.0,12
2026-02-20,25.0,12
2026-02-21,25.14,12
2026-02-22,24.97,12
2026-02-23,24.94,12
2026-02-24,26.49,12
2026-02-25,26.27,12
2026-02-26,24.09,12
2026-02-27,23.79,12
2026-02-28,23.82,12
2026-03-01,23.62,12
2026-03-02,24.58,12
2026-03-03,24.06,12
2026-03-04,24.68,12
2026-03-05,24.52,12
2026-03-06,24.71,12
2026-03-07,23.74,12
2026-03-08,23.57,12
2026-03-09,23.16,12
2026-03-10,24.41,12
2026-03-11,24.16,12
2026-03-12,24.04,12
2026-03-13,24.78,12
2026-03-14,23.44,12
2026-03-15,24.23,12
2026-03-16,24.92,12
2026-03-17,24.04,12
2026-03-18,24.22,12
2026-03-19,23.85,12
2026-03-20,24.23,12
2026-03-21,23.56,12
2026-03-22,23.97,12
2026-03-23,23.47,12
2026-03-24,23.52,12
2026-03-25,24.02,12
2026-03-26,23.47,12
2026-03-27,23.97,12
2026-03-28,23.91,12
2026-03-29,23.37,12
2026-03-30,23.29,12
2026-03-31,23.34,12
2026-04-01,23.78,12
2026-04-02,23.28,12
2026-04-03,22.7,12
2026-04-04,23.4,12
2026-04-05,23.78,12
2026-04-06,23.8,12
2026-04-07,23.18,12
2026-04-08,23.32,12
2026-04-09,23.46,12
2026-04-10,23.51,12
2026-04-11,23.0,12
2026-04-12,22.58,12
2026-04-13,23.29,12
2026-04-14,23.73,12
2026-04-15,22.7,12
2026-04-16,23.68,12
2026-04-17,22.75,12
2026-04-18,22.9,12
2026-04-19,24.48,12
2026-04-20,24.93,12
2026-04-21,22.95,11
2026-04-22,22.32,11
2026-04-23,21.83,11
2026-04-24,21.43,11
2026-04-25,21.07,11
2026-04-26,20.89,11
2026-04-27,21.34,11
2026-04-28,21.09,11
2026-04-29,20.72,11
2026-04-30,21.09,11
2026-05-01,21.08,11
2026-05-02,21.28,11
2026-05-03,21.71,11
2026-05-04,21.61,11
2026-05-05,22.16,11
2026-05-06,21.78,11
2026-05-07,21.56,11
2026-05-08,21.52,11
2026-05-09,22.05,11
2026-05-10,21.26,11
2026-05-11,23.51,11
2026-05-12,22.56,11
2026-05-13,22.86,11
2026-05-14,23.05,11
2026-05-15,23.23,11
2026-05-16,22.64,11
2026-05-17,22.51,11
2026-05-18,22.75,11
2026-05-19,21.98,11
2026-05-20,22.02,11
2026-05-21,22.02,11
2026-05-22,22.28,11
2026-05-23,22.05,11
2026-05-24,21.93,11
2026-05-25,21.53,11
2026-05-26,22.01,11
2026-05-27,21.93,11
2026-05-28,21.96,11
2026-05-29,22.21,11
2026-05-30,23.27,11
2026-05-31,23.37,11
2026-06-01,22.32,11
2026-06-02,21.41,11
2026-06-03,21.61,11
2026-06-04,23.08,11
2026-06-05,23.45,11
2026-06-06,22.58,11
2026-06-07,21.84,11
2026-06-08,22.26,11
2026-06-09,21.86,11
2026-06-10,21.54,11
2026-06-11,21.59,11
2026-06-12,22.07,11
2026-06-13,23.05,11
2026-06-14,22.5,11
2026-06-15,22.35,11
2026-06-16,22.05,11
2026-06-17,22.43,11
2026-06-18,22.3,11
2026-06-19,21.25,11
2026-06-20,21.59,11
2026-06-21,21.42,11
2026-06-22,21.24,11
2026-06-23,20.93,11
2026-06-24,20.47,11
2026-06-25,20.84,11
2026-06-26,21.04,11
2026-06-27,21.25,11
2026-06-28,20.8,11
2026-06-29,21.48,11
2026-06-30,21.52,11
2026-07-01,21.35,11
2026-07-02,21.78,11
2026-07-03,21.25,11
2026-07-04,21.97,11
2026-07-05,21.54,11
2026-07-06,20.6,11
2026-07-07,21.04,11
2026-07-08,21.86,11
2026-07-09,21.06,11
2026-07-10,21.35,11
2026-07-11,21.48,11
2026-07-12,21.98,11
2026-07-13,22.48,11
2026-07-14,23.05,11
2026-07-15,22.88,11
2026-07-16,21.64,11
2026-07-17,21.74,11
2026-07-18,22.03,11
2026-07-19,21.44,11
2026-07-20,22.94,12
2026-07-21,22.45,12
2026-07-22,21.63,12
2026-07-23,20.79,12
2026-07-24,21.7,12
2026-07-25,23.15,12
2026-07-26,22.58,12
2026-07-27,21.5,12
2026-07-28,21.58,12
2026-07-29,21.75,12
2026-07-30,22.37,12
2026-07-31,21.62,12
2026-08-01,21.29,12
2026-08-02,21.12,12
2026-08-03,21.12,12
2026-08-04,21.18,12
2026-08-05,21.92,12
2026-08-06,21.43,12
2026-08-07,20.93,12
2026-08-08,21.62,12
2026-08-09,22.09,12
2026-08-10,22.82,12
2026-08-11,22.46,12
2026-08-12,22.32,12
2026-08-13,22.24,12
2026-08-14,21.76,12
2026-08-15,21.91,12
2026-08-16,21.21,12
2026-08-17,20.04,12
2026-08-18,20.44,12
2026-08-19,20.15,12
2026-08-20,20.62,12
2026-08-21,21.17,12
2026-08-22,21.39,12
2026-08-23,22.47,12
2026-08-24,21.45,12
2026-08-25,21.01,12
2026-08-26,21.28,12
2026-08-27,21.42,12
2026-08-28,21.79,12
2026-08-29,21.9,12
2026-08-30,21.62,12
2026-08-31,21.91,12
2026-09-01,21.36,12
2026-09-02,22.03,12
2026-09-03,21.97,12
2026-09-04,21.41,12
2026-09-05,21.94,12
2026-09-06,21.51,12
2026-09-07,22.88,12
2026-09-08,23.4,12
2026-09-09,22.26,12
2026-09-10,21.61,12
